0, 51, 187, 1023, 1023, 1023
0, 51, 255, 927, 1023, 1023
0, 51, 255, 959, 991, 1023
0, 51, 255, 959, 991, 1023
0, 51, 255, 959, 991, 1023
0, 51, 823, 991, 1023, 1023
0, 51, 823, 991, 1023, 1023
0, 51, 823, 991, 1023, 1023
0, 51, 887, 927, 1023, 1023
0, 51, 887, 959, 991, 1023
0, 51, 887, 959, 991, 1023
0, 51, 927, 1006, 1023, 1023
0, 51, 959, 974, 1023, 1023
0, 51, 959, 974, 1023, 1023
0, 51, 959, 974, 1023, 1023
0, 51, 959, 991, 1006, 1023
0, 51, 959, 991, 1006, 1023
0, 85, 870, 1023, 1023, 1023
0, 102, 187, 1023, 1023, 1023
0, 102, 255, 927, 1023, 1023
0, 102, 255, 959, 991, 1023
0, 102, 255, 959, 991, 1023
0, 102, 255, 959, 991, 1023
0, 102, 823, 991, 1023, 1023
0, 102, 823, 991, 1023, 1023
0, 102, 823, 991, 1023, 1023
0, 102, 887, 927, 1023, 1023
0, 102, 887, 959, 991, 1023
0, 102, 887, 959, 991, 1023
0, 102, 927, 1006, 1023, 1023
0, 102, 959, 974, 1023, 1023
0, 102, 959, 974, 1023, 1023
0, 102, 959, 974, 1023, 1023
0, 102, 959, 991, 1006, 1023
0, 102, 959, 991, 1006, 1023
0, 119, 187, 959, 991, 1023
0, 119, 255, 927, 927, 1023
0, 119, 255, 927, 959, 991
0, 119, 255, 927, 959, 991
0, 119, 255, 927, 959, 991
0, 119, 791, 927, 1023, 1023
0, 119, 791, 959, 991, 1023
0, 119, 791, 959, 991, 1023
0, 119, 855, 927, 959, 1023
0, 119, 855, 927, 959, 1023
0, 119, 855, 959, 959, 991
0, 119, 870, 927, 1023, 1023
0, 119, 870, 959, 991, 1023
0, 119, 870, 959, 991, 1023
0, 119, 870, 959, 991, 1023
0, 119, 910, 927, 1023, 1023
0, 119, 910, 959, 991, 1023
0, 119, 910, 959, 991, 1023
0, 119, 927, 942, 991, 1023
0, 119, 927, 942, 991, 1023
0, 119, 942, 959, 991, 991
0, 153, 255, 255, 1023, 1023
0, 153, 255, 887, 1023, 1023
0, 153, 255, 1006, 1023, 1023
0, 153, 870, 1023, 1023, 1023
0, 187, 187, 255, 1023, 1023
0, 187, 255, 255, 927, 1023
0, 187, 255, 255, 959, 991
0, 187, 255, 791, 1023, 1023
0, 187, 255, 823, 991, 1023
0, 187, 255, 823, 991, 1023
0, 187, 255, 887, 927, 1023
0, 187, 255, 887, 959, 991
0, 187, 255, 910, 1023, 1023
0, 187, 255, 927, 1006, 1023
0, 187, 255, 959, 974, 1023
0, 187, 255, 959, 974, 1023
0, 187, 255, 959, 991, 1006
0, 187, 791, 887, 1023, 1023
0, 187, 823, 887, 991, 1023
0, 187, 823, 974, 1023, 1023
0, 187, 823, 974, 1023, 1023
0, 187, 823, 991, 1006, 1023
0, 187, 870, 927, 1023, 1023
0, 187, 870, 959, 991, 1023
0, 187, 870, 959, 991, 1023
0, 187, 870, 959, 991, 1023
0, 187, 887, 959, 974, 1023
0, 187, 910, 1006, 1023, 1023
0, 187, 959, 974, 1006, 1023
0, 255, 255, 255, 927, 927
0, 255, 255, 791, 927, 1023
0, 255, 255, 791, 959, 991
